1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000
2930.8519961224756,2553.9679334096963,2716.187781494086,2734.5265910570524,2733.355903435868,2871.744865128582,2782.3303373720028,2598.90806557823,2731.7640656614594,2712.0989856139704,2823.4138898505344,2639.9971407120397,2588.5429730411024,2795.4494594153507,3005.9137195734766,2734.6528049157573,2793.8594460744475,3062.706267371264
2706.6982539745463,2521.3891215343056,2733.3323516586447,3001.5707270811795,2714.6571772150664,2827.0594888125192,2810.2645951865366,2558.1928234990132,2663.710051706934,2926.5149224909355,2766.115334165559,2779.400363633673,2735.785568514639,2784.4094446330214,2827.1246013204554,2832.229994853398,2682.574847403267,2825.964859684828
2765.484208189417,2719.391017114328,2798.821198729892,2355.9447404608018,2889.8873683324414,2570.2158575698304,2660.978657139099,2557.124275741763,2923.31231031933,2652.273935249043,2742.576994550462,2810.8730784151867,2688.983586331514,2610.3820701770715,2909.0979028806996,2592.314268684906,2892.414335767664,2827.686861573743
2540.4644831398286,2773.325280138475,2594.414197186448,2804.5507564032196,2677.4642875346203,2720.1657104034416,2515.7714721256757,2758.948135821787,2910.957535592252,2623.0861060725856,2731.1143275551385,2787.176421773131,2681.305721517873,2803.024020356077,2799.1185763662393,2442.5407527808024,2671.9311533801133,2525.3549885493
2752.834438637022,2672.676851705335,2913.8399869889645,2831.375018113799,2802.557870352953,2831.120373215355,2621.8619001563393,2503.257693913052,2888.965586259751,2605.879164117954,2629.851613754752,2827.571988026371,2723.473214460507,2709.6767566235626,2903.7608041329563,2671.750539157365,2773.572895406854,2721.0554317257565

2761.276237638187,2630.151411665588,2962.20558443458,3078.0884313751526,2856.471031129842,3032.810700979974,2702.076577638053,2760.154960847516,2797.30381998821,2697.753148223,2610.7867877549807,2807.344374886335,2844.297150195802,2855.360971723937,2921.5399982365757,2895.0071283930224,2936.7234568152066,2886.815254579436
2825.8462800763364,2895.655417573527,2988.415810202442,2927.3727176825405,3013.0729768030405,2701.249405055365,2727.1906090660145,2940.976607607737,2889.2132501110473,2765.027730299891,2860.895281209277,2766.0363473942375,2767.4647507149084,2814.031808711522,3109.879622407431,2842.129113000024,2831.033610168271,2967.640841124405
2757.7287640957,2687.595474711415,3188.040265967809,2847.8346078374198,2770.864891375517,2910.0413401382807,2940.201569386402,2691.2984748926856,2493.76209352069,2846.564922448345,2768.4130501822324,2597.115367507279,2784.4394660160215,3123.6871430045117,2731.7265086404577,3000.516763664497,2788.4458121460243,2732.83063097449
2960.45816169114,2821.526399754067,2487.6617167331215,2868.4413418422773,2845.282655263525,2805.895996942929,2672.7725466117035,2714.9036205402126,2955.953345440308,2897.4692568449213,2891.6634094869423,2797.502949108716,2958.1179824930755,2736.8798353872394,2710.339883508846,2975.2969140244886,2825.3097030336958,2736.6632592909705
2770.644381592222,3006.142720167339,2986.4728010380236,2882.7591496617756,2861.732801440586,2957.9883908041065,2729.131716489689,2891.707272366646,2828.0828002714456,3083.4232664108085,3178.410584735992,2644.5952136070805,2802.550530799574,2884.330236894428,2670.8276679911314,2782.598394389244,2663.5536945297335,2830.4761882382145

3361.979182755495,3454.3497547323136,3405.4128235356097,3474.18370530038,3442.496725782739,3420.181314141308,3381.86598299742,3454.886345704004,3387.6911508646735,3489.5422559373374,3368.900985920875,3415.747497638391,3271.104666365475,3381.075927717103,3316.911230163347,3437.96993924177,3330.838987783385,3343.857497101697
3320.598063509237,3430.9802939120414,3440.28830484186,3423.536384982168,3469.304746158415,3407.0465385053067,3409.097334335285,3351.130296781883,3418.5043225340137,3464.9565278069035,3428.683256612889,3416.633872925543,3472.756226634404,1.5960847526357197E-7,3381.6068312671678,3313.90936818671,3330.032267461119,3483.925323856035
3415.9172159808822,3462.159971669822,3482.834868240635,3364.993708189802,3464.1454888804055,3396.215977312096,3429.9810502132364,3369.2254790070933,3372.456227955448,3308.3882338824974,3415.058716739032,3457.2105775059727,3457.8359467738014,3325.491919963896,3429.5381668198183,3366.768366264381,3424.613186606802,3470.977780953355
3356.7034969544065,3421.4944985449747,3425.7134191720547,3350.536444244217,3400.3917864262285,3418.7389489267052,3324.2240418660117,3347.137396466935,3328.0885002053064,3375.3046023918464,3388.4683137470406,3332.2341448783104,3359.4521891262802,3490.266836629393,3281.1360590932086,3384.764804547189,3424.2252156692284,3439.2624946980704
3386.5285607668243,3320.5020735043868,3438.4302071759216,3499.564072714555,3420.7239917676143,3359.3719654723513,3376.216586735788,3497.82828326139,3363.381887819539,3383.9694503312553,3382.579428933961,3359.605889428723,3339.8089254110873,3388.0585208179878,3416.9407951000926,3393.9652917516755,3335.114930462762,3432.8573970288667

